file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/json/serializer/LocalDateTimeDeserializer.java,io.example.configuration.json.serializer.LocalDateTimeDeserializer,class,3,4,1,3,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/GlobalExceptionHandler.java,io.example.configuration.GlobalExceptionHandler$ApiCallError,innerclass,4,4,0,4,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/AuthorRepo.java,io.example.repository.AuthorRepoCustomImpl,class,11,11,0,11,11,1,0,29,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,48,1,0,2,0,1,16,3,7,2,7,1,0,0,0,32,0,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/BookRepo.java,io.example.repository.BookRepoCustomImpl,class,11,11,0,11,16,1,0,36,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,64,1,0,4,0,1,22,3,7,2,7,1,0,0,0,32,0,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestBookApi.java,io.example.api.TestBookApi,class,17,17,0,17,11,1,0,32,0,0.27272728,1.0,1.0,11,0,11,0,0,0,11,0,0,0,4,0,0,4,0,0,4,0,24,74,0,0,0,0,0,43,3,29,0,29,0,1,0,0,71,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestAuthorApi.java,io.example.api.TestAuthorApi,class,17,17,0,17,11,1,0,33,0,0.38636363,1.0,1.0,11,0,11,0,0,0,11,0,0,0,4,0,0,4,0,0,4,0,20,69,0,0,0,0,0,38,3,24,0,24,0,1,0,0,69,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/configuration/LoggingConfig.java,io.example.configuration.LoggingConfig,class,5,5,0,5,3,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,0,1,0,0,0,0,1,0,0,0,11,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/UserRepo.java,io.example.repository.UserRepoCustom,interface,3,6,3,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/mapper/AuthorEditMapper.java,io.example.domain.mapper.AuthorEditMapper,interface,6,7,1,6,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/domain/mapper/AuthorViewMapper.java,io.example.domain.mapper.AuthorViewMapper,class,10,11,1,10,4,1,0,1,4,0.5,0.16666667,0.16666667,4,0,3,0,1,0,4,2,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,5,0,1,0,1,0,0,0,0,16,1025,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/UserRepo.java,io.example.repository.UserRepo,interface,12,16,4,12,7,1,0,4,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,5,0,1,0,1,1,0,0,0,27,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestAuthorSearchApi.java,io.example.api.TestAuthorSearchApi$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/test/java/io/example/api/TestUserSearchApi.java,io.example.api.TestUserSearchApi,class,16,17,1,16,6,1,0,27,11,0.6666667,1.0,1.0,6,0,2,4,0,0,2,0,0,0,3,0,0,3,0,0,3,0,12,64,1,0,0,0,0,30,7,23,0,15,0,1,0,0,46,1,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/repository/BookRepo.java,io.example.repository.BookRepoCustom,interface,3,6,3,3,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
/Users/palesnow/Downloads/ood1/java-spring-security-example-master/src/main/java/io/example/api/BookApi.java,io.example.api.BookApi,class,20,20,0,20,6,1,0,8,0,0.5,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,2,0,0,22,6,0,0,0,0,7,0,0,0,2,0,0,0,0,21,1,0
